rfid,flight_duration,hive,nosema,gbd
68 B4 92 05 08 00 12 E0,138.084,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,12.702,19,1,1
68 B4 92 05 08 00 12 E0,0.429,19,1,1
68 B4 92 05 08 00 12 E0,0.42,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,80635.6,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,21.583,19,1,1
68 B4 92 05 08 00 12 E0,18.947,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.456,19,1,1
68 B4 92 05 08 00 12 E0,0.414,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.428,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.435,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,8.929,19,1,1
68 B4 92 05 08 00 12 E0,515.262,19,1,1
68 B4 92 05 08 00 12 E0,0.42,19,1,1
68 B4 92 05 08 00 12 E0,17.6,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.451,19,1,1
68 B4 92 05 08 00 12 E0,12.073,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.461,19,1,1
68 B4 92 05 08 00 12 E0,22.042,19,1,1
68 B4 92 05 08 00 12 E0,0.427,19,1,1
68 B4 92 05 08 00 12 E0,41.409,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.446,19,1,1
68 B4 92 05 08 00 12 E0,20.533,19,1,1
68 B4 92 05 08 00 12 E0,41.054,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,4.971,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.421,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,673.742,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,8.315,19,1,1
68 B4 92 05 08 00 12 E0,0.373,19,1,1
68 B4 92 05 08 00 12 E0,736.05,19,1,1
68 B4 92 05 08 00 12 E0,7.746,19,1,1
68 B4 92 05 08 00 12 E0,0.443,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,627.283,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,4.401,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,566.284,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,3.672,19,1,1
68 B4 92 05 08 00 12 E0,1250.31,19,1,1
68 B4 92 05 08 00 12 E0,4.899,19,1,1
68 B4 92 05 08 00 12 E0,608.924,19,1,1
68 B4 92 05 08 00 12 E0,6.57,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.439,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.427,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0,19,1,1
68 B4 92 05 08 00 12 E0,87.446,19,1,1
68 B4 92 05 08 00 12 E0,0.42,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,10.459,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.439,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,0.421,19,1,1
68 B4 92 05 08 00 12 E0,0.461,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,24.462,19,1,1
68 B4 92 05 08 00 12 E0,0.427,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,15.385,19,1,1
68 B4 92 05 08 00 12 E0,2274.87,19,1,1
68 B4 92 05 08 00 12 E0,0.473,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.441,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,10.289,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.435,19,1,1
68 B4 92 05 08 00 12 E0,0.474,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,140.636,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,21.309,19,1,1
68 B4 92 05 08 00 12 E0,0.429,19,1,1
68 B4 92 05 08 00 12 E0,0.474,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.437,19,1,1
68 B4 92 05 08 00 12 E0,0.421,19,1,1
68 B4 92 05 08 00 12 E0,0.471,19,1,1
68 B4 92 05 08 00 12 E0,4.063,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.469,19,1,1
68 B4 92 05 08 00 12 E0,0.432,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.419,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,639.321,19,1,1
68 B4 92 05 08 00 12 E0,0.436,19,1,1
68 B4 92 05 08 00 12 E0,8.493,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,0.475,19,1,1
68 B4 92 05 08 00 12 E0,0.428,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,151.859,19,1,1
68 B4 92 05 08 00 12 E0,10.9,19,1,1
68 B4 92 05 08 00 12 E0,0.428,19,1,1
68 B4 92 05 08 00 12 E0,356.242,19,1,1
68 B4 92 05 08 00 12 E0,0.433,19,1,1
68 B4 92 05 08 00 12 E0,39.166,19,1,1
68 B4 92 05 08 00 12 E0,0.421,19,1,1
68 B4 92 05 08 00 12 E0,81435.5,19,1,1
68 B4 92 05 08 00 12 E0,3.086,19,1,1
68 B4 92 05 08 00 12 E0,767.988,19,1,1
68 B4 92 05 08 00 12 E0,0.448,19,1,1
68 B4 92 05 08 00 12 E0,4.967,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,991.936,19,1,1
68 B4 92 05 08 00 12 E0,0.887,19,1,1
68 B4 92 05 08 00 12 E0,4.877,19,1,1
68 B4 92 05 08 00 12 E0,1.79,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,822.805,19,1,1
68 B4 92 05 08 00 12 E0,0.465,19,1,1
68 B4 92 05 08 00 12 E0,4.08,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,0.439,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,0,19,1,1
68 B4 92 05 08 00 12 E0,17.698,19,1,1
68 B4 92 05 08 00 12 E0,124.894,19,1,1
68 B4 92 05 08 00 12 E0,0.484,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,0.881,19,1,1
68 B4 92 05 08 00 12 E0,7.958,19,1,1
68 B4 92 05 08 00 12 E0,0.426,19,1,1
68 B4 92 05 08 00 12 E0,761.706,19,1,1
68 B4 92 05 08 00 12 E0,0.47,19,1,1
68 B4 92 05 08 00 12 E0,4.611,19,1,1
68 B4 92 05 08 00 12 E0,0.431,19,1,1
68 B4 92 05 08 00 12 E0,31.513,19,1,1
68 B4 92 05 08 00 12 E0,0.422,19,1,1
68 B4 92 05 08 00 12 E0,10.405,19,1,1
68 B4 92 05 08 00 12 E0,0.434,19,1,1
68 B4 92 05 08 00 12 E0,0.425,19,1,1
68 B4 92 05 08 00 12 E0,968.611,19,1,1
68 B4 92 05 08 00 12 E0,0.444,19,1,1
68 B4 92 05 08 00 12 E0,3.86,19,1,1
68 B4 92 05 08 00 12 E0,827.898,19,1,1
68 B4 92 05 08 00 12 E0,352.517,19,1,1
68 B4 92 05 08 00 12 E0,6.677,19,1,1
68 B4 92 05 08 00 12 E0,0.443,19,1,1
45 B2 92 05 08 00 12 E0,0,19,1,1
45 B2 92 05 08 00 12 E0,0.87,19,1,1
45 B2 92 05 08 00 12 E0,0.419,19,1,1
45 B2 92 05 08 00 12 E0,0.427,19,1,1
45 B2 92 05 08 00 12 E0,0.431,19,1,1
45 B2 92 05 08 00 12 E0,0.425,19,1,1
45 B2 92 05 08 00 12 E0,0.422,19,1,1
45 B2 92 05 08 00 12 E0,0.425,19,1,1
45 B2 92 05 08 00 12 E0,0.454,19,1,1
45 B2 92 05 08 00 12 E0,10.24,19,1,1
45 B2 92 05 08 00 12 E0,0.432,19,1,1
45 B2 92 05 08 00 12 E0,0.431,19,1,1
D6 B5 92 05 08 00 12 E0,0,19,0,1
D6 B5 92 05 08 00 12 E0,0.432,19,0,1
D6 B5 92 05 08 00 12 E0,0.431,19,0,1
D6 B5 92 05 08 00 12 E0,4.487,19,0,1
D6 B5 92 05 08 00 12 E0,0.427,19,0,1
D6 B5 92 05 08 00 12 E0,0.431,19,0,1
D6 B5 92 05 08 00 12 E0,2693.99,19,0,1
D6 B5 92 05 08 00 12 E0,0.433,19,0,1
52 A8 92 05 08 00 12 E0,0,24,1,1
52 A8 92 05 08 00 12 E0,0.426,24,1,1
52 A8 92 05 08 00 12 E0,11.446,24,1,1
52 A8 92 05 08 00 12 E0,0.426,24,1,1
73 B4 92 05 08 00 12 E0,0,19,0,1
73 B4 92 05 08 00 12 E0,0.434,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.883,19,0,1
73 B4 92 05 08 00 12 E0,0.475,19,0,1
73 B4 92 05 08 00 12 E0,1.336,19,0,1
73 B4 92 05 08 00 12 E0,0.434,19,0,1
73 B4 92 05 08 00 12 E0,0.471,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,0,19,0,1
73 B4 92 05 08 00 12 E0,0.446,19,0,1
73 B4 92 05 08 00 12 E0,2.175,19,0,1
73 B4 92 05 08 00 12 E0,518.269,19,0,1
73 B4 92 05 08 00 12 E0,8.235,19,0,1
73 B4 92 05 08 00 12 E0,0,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.422,19,0,1
73 B4 92 05 08 00 12 E0,22.145,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.434,19,0,1
73 B4 92 05 08 00 12 E0,60.568,19,0,1
73 B4 92 05 08 00 12 E0,13.931,19,0,1
73 B4 92 05 08 00 12 E0,269.009,19,0,1
73 B4 92 05 08 00 12 E0,0.915,19,0,1
73 B4 92 05 08 00 12 E0,32.471,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,2290.21,19,0,1
73 B4 92 05 08 00 12 E0,0.449,19,0,1
73 B4 92 05 08 00 12 E0,7.173,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,0.44,19,0,1
73 B4 92 05 08 00 12 E0,0.419,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,732.473,19,0,1
73 B4 92 05 08 00 12 E0,0.409,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,11.717,19,0,1
73 B4 92 05 08 00 12 E0,5.504,19,0,1
73 B4 92 05 08 00 12 E0,0.437,19,0,1
73 B4 92 05 08 00 12 E0,1260.62,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,5.362,19,0,1
73 B4 92 05 08 00 12 E0,0.42,19,0,1
73 B4 92 05 08 00 12 E0,848.55,19,0,1
73 B4 92 05 08 00 12 E0,0.44,19,0,1
73 B4 92 05 08 00 12 E0,15.821,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.863,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.422,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.887,19,0,1
73 B4 92 05 08 00 12 E0,0.916,19,0,1
73 B4 92 05 08 00 12 E0,463.999,19,0,1
73 B4 92 05 08 00 12 E0,0.462,19,0,1
73 B4 92 05 08 00 12 E0,3.503,19,0,1
73 B4 92 05 08 00 12 E0,889.303,19,0,1
73 B4 92 05 08 00 12 E0,9224.54,19,0,1
73 B4 92 05 08 00 12 E0,0.482,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.46,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.453,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,68594.3,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.476,19,0,1
73 B4 92 05 08 00 12 E0,0.421,19,0,1
73 B4 92 05 08 00 12 E0,0,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,18.558,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,0.437,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,754.883,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,4145.35,19,0,1
73 B4 92 05 08 00 12 E0,0.422,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,1.33,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.419,19,0,1
73 B4 92 05 08 00 12 E0,0.467,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,361257,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.443,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,21.74,19,0,1
73 B4 92 05 08 00 12 E0,0.42,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.439,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.472,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.434,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.469,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,0,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.468,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,0.469,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,0.42,19,0,1
73 B4 92 05 08 00 12 E0,3.163,19,0,1
73 B4 92 05 08 00 12 E0,0.444,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.419,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,146.927,19,0,1
73 B4 92 05 08 00 12 E0,0.433,19,0,1
73 B4 92 05 08 00 12 E0,0.422,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,7.264,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,19450.3,19,0,1
73 B4 92 05 08 00 12 E0,0.426,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.468,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,13.12,19,0,1
73 B4 92 05 08 00 12 E0,0.449,19,0,1
73 B4 92 05 08 00 12 E0,0.431,19,0,1
73 B4 92 05 08 00 12 E0,65367.7,19,0,1
73 B4 92 05 08 00 12 E0,22.546,19,0,1
73 B4 92 05 08 00 12 E0,0.472,19,0,1
73 B4 92 05 08 00 12 E0,0.425,19,0,1
73 B4 92 05 08 00 12 E0,27.522,19,0,1
73 B4 92 05 08 00 12 E0,0.416,19,0,1
73 B4 92 05 08 00 12 E0,0.469,19,0,1
73 B4 92 05 08 00 12 E0,0.432,19,0,1
73 B4 92 05 08 00 12 E0,0.428,19,0,1
73 B4 92 05 08 00 12 E0,0.92,19,0,1
73 B4 92 05 08 00 12 E0,0.427,19,0,1
73 B4 92 05 08 00 12 E0,0.447,19,0,1
73 B4 92 05 08 00 12 E0,12.701,19,0,1
C9 AB 92 05 08 00 12 E0,0,23,1,1
66 B2 92 05 08 00 12 E0,0,19,1,1
66 B2 92 05 08 00 12 E0,5.817,19,1,1
66 B2 92 05 08 00 12 E0,0.434,19,1,1
4C B2 92 05 08 00 12 E0,0,19,1,1
4C B2 92 05 08 00 12 E0,0.432,19,1,1
15 B2 92 05 08 00 12 E0,0,19,0,1
15 B2 92 05 08 00 12 E0,0.452,19,0,1
15 B2 92 05 08 00 12 E0,0.421,19,0,1
15 B2 92 05 08 00 12 E0,0.433,19,0,1
15 B2 92 05 08 00 12 E0,0.447,19,0,1
15 B2 92 05 08 00 12 E0,0.427,19,0,1
15 B2 92 05 08 00 12 E0,0.432,19,0,1
15 B2 92 05 08 00 12 E0,0.431,19,0,1
15 B2 92 05 08 00 12 E0,0.467,19,0,1
15 B2 92 05 08 00 12 E0,1.347,19,0,1
15 B2 92 05 08 00 12 E0,0,19,0,1
15 B2 92 05 08 00 12 E0,13.465,19,0,1
15 B2 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,0,19,0,1
7A B4 92 05 08 00 12 E0,10.357,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,667.666,19,0,1
7A B4 92 05 08 00 12 E0,0.484,19,0,1
7A B4 92 05 08 00 12 E0,29.105,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,0.44,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,0.917,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,8.709,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,0.439,19,0,1
7A B4 92 05 08 00 12 E0,0,19,0,1
7A B4 92 05 08 00 12 E0,0.435,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,4.931,19,0,1
7A B4 92 05 08 00 12 E0,940.189,19,0,1
7A B4 92 05 08 00 12 E0,0.427,19,0,1
7A B4 92 05 08 00 12 E0,0.421,19,0,1
7A B4 92 05 08 00 12 E0,0.403,19,0,1
7A B4 92 05 08 00 12 E0,0.403,19,0,1
7A B4 92 05 08 00 12 E0,0.474,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.426,19,0,1
7A B4 92 05 08 00 12 E0,46.857,19,0,1
7A B4 92 05 08 00 12 E0,0.435,19,0,1
7A B4 92 05 08 00 12 E0,75.551,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,15.355,19,0,1
7A B4 92 05 08 00 12 E0,0.434,19,0,1
7A B4 92 05 08 00 12 E0,0.413,19,0,1
7A B4 92 05 08 00 12 E0,1676.48,19,0,1
7A B4 92 05 08 00 12 E0,0.443,19,0,1
7A B4 92 05 08 00 12 E0,6.222,19,0,1
7A B4 92 05 08 00 12 E0,0.453,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.421,19,0,1
7A B4 92 05 08 00 12 E0,0.455,19,0,1
7A B4 92 05 08 00 12 E0,0.425,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,1083.53,19,0,1
7A B4 92 05 08 00 12 E0,4.132,19,0,1
7A B4 92 05 08 00 12 E0,79023.6,19,0,1
7A B4 92 05 08 00 12 E0,220.658,19,0,1
7A B4 92 05 08 00 12 E0,0.425,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,0.448,19,0,1
7A B4 92 05 08 00 12 E0,4.505,19,0,1
7A B4 92 05 08 00 12 E0,0.436,19,0,1
7A B4 92 05 08 00 12 E0,66.03,19,0,1
7A B4 92 05 08 00 12 E0,0.462,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,7.266,19,0,1
7A B4 92 05 08 00 12 E0,0.442,19,0,1
7A B4 92 05 08 00 12 E0,0.435,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.47,19,0,1
7A B4 92 05 08 00 12 E0,2800.82,19,0,1
7A B4 92 05 08 00 12 E0,18.849,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.426,19,0,1
7A B4 92 05 08 00 12 E0,108.601,19,0,1
7A B4 92 05 08 00 12 E0,0.423,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.454,19,0,1
7A B4 92 05 08 00 12 E0,13.92,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,0.447,19,0,1
7A B4 92 05 08 00 12 E0,0.434,19,0,1
7A B4 92 05 08 00 12 E0,0.437,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.454,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.427,19,0,1
7A B4 92 05 08 00 12 E0,0.424,19,0,1
7A B4 92 05 08 00 12 E0,0.373,19,0,1
7A B4 92 05 08 00 12 E0,0.432,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.464,19,0,1
7A B4 92 05 08 00 12 E0,0.421,19,0,1
7A B4 92 05 08 00 12 E0,0.42,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,2.696,19,0,1
7A B4 92 05 08 00 12 E0,8.533,19,0,1
7A B4 92 05 08 00 12 E0,909.759,19,0,1
7A B4 92 05 08 00 12 E0,0.44,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.434,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.421,19,0,1
7A B4 92 05 08 00 12 E0,1.318,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,18.699,19,0,1
7A B4 92 05 08 00 12 E0,0.433,19,0,1
7A B4 92 05 08 00 12 E0,379.269,19,0,1
7A B4 92 05 08 00 12 E0,0.483,19,0,1
7A B4 92 05 08 00 12 E0,10.718,19,0,1
7A B4 92 05 08 00 12 E0,0.476,19,0,1
7A B4 92 05 08 00 12 E0,0.431,19,0,1
7A B4 92 05 08 00 12 E0,0.427,19,0,1
7A B4 92 05 08 00 12 E0,0.419,19,0,1
7A B4 92 05 08 00 12 E0,0.438,19,0,1
7A B4 92 05 08 00 12 E0,0.434,19,0,1
