rfid,flight_duration,nosema,gbd
50 B2 92 05 08 00 12 E0,0.432,0,1
50 B2 92 05 08 00 12 E0,4.846,0,1
50 B2 92 05 08 00 12 E0,0.431,0,1
66 B4 92 05 08 00 12 E0,0,0,1
66 B4 92 05 08 00 12 E0,0.416,0,1
66 B4 92 05 08 00 12 E0,0.474,0,1
66 B4 92 05 08 00 12 E0,9.36,0,1
66 B4 92 05 08 00 12 E0,0.46,0,1
66 B4 92 05 08 00 12 E0,0.432,0,1
66 B4 92 05 08 00 12 E0,0.427,0,1
DD B0 92 05 08 00 12 E0,0,1,1
DD B0 92 05 08 00 12 E0,0.431,1,1
DD B0 92 05 08 00 12 E0,0.436,1,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,6.728,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.446,0,1
14 B2 92 05 08 00 12 E0,503.754,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,0.416,0,1
14 B2 92 05 08 00 12 E0,331.925,0,1
14 B2 92 05 08 00 12 E0,0.426,0,1
14 B2 92 05 08 00 12 E0,4.099,0,1
14 B2 92 05 08 00 12 E0,0.421,0,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.438,0,1
14 B2 92 05 08 00 12 E0,2.599,0,1
14 B2 92 05 08 00 12 E0,263.138,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,18.482,0,1
14 B2 92 05 08 00 12 E0,0.455,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,1.335,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,17.647,0,1
14 B2 92 05 08 00 12 E0,0.448,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,82253.8,0,1
14 B2 92 05 08 00 12 E0,592.984,0,1
14 B2 92 05 08 00 12 E0,0.454,0,1
14 B2 92 05 08 00 12 E0,3.627,0,1
14 B2 92 05 08 00 12 E0,1985.31,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.452,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.42,0,1
14 B2 92 05 08 00 12 E0,6.181,0,1
14 B2 92 05 08 00 12 E0,0.451,0,1
14 B2 92 05 08 00 12 E0,1337.47,0,1
14 B2 92 05 08 00 12 E0,0.459,0,1
14 B2 92 05 08 00 12 E0,4.962,0,1
14 B2 92 05 08 00 12 E0,0.426,0,1
14 B2 92 05 08 00 12 E0,1496.42,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.419,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,19.553,0,1
14 B2 92 05 08 00 12 E0,0.437,0,1
14 B2 92 05 08 00 12 E0,1548.46,0,1
14 B2 92 05 08 00 12 E0,0.886,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,5.861,0,1
14 B2 92 05 08 00 12 E0,377.45,0,1
14 B2 92 05 08 00 12 E0,10.812,0,1
14 B2 92 05 08 00 12 E0,0.435,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,1510.49,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,80.477,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,220.803,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,1340.06,0,1
14 B2 92 05 08 00 12 E0,153.921,0,1
14 B2 92 05 08 00 12 E0,1282.49,0,1
14 B2 92 05 08 00 12 E0,0.458,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,12.501,0,1
14 B2 92 05 08 00 12 E0,0.476,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.443,0,1
14 B2 92 05 08 00 12 E0,0.875,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,0.439,0,1
14 B2 92 05 08 00 12 E0,0.434,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,0.443,0,1
14 B2 92 05 08 00 12 E0,0.421,0,1
14 B2 92 05 08 00 12 E0,278.106,0,1
14 B2 92 05 08 00 12 E0,1290.34,0,1
14 B2 92 05 08 00 12 E0,3.689,0,1
14 B2 92 05 08 00 12 E0,0.415,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,470.14,0,1
14 B2 92 05 08 00 12 E0,3.02,0,1
14 B2 92 05 08 00 12 E0,25.576,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.419,0,1
14 B2 92 05 08 00 12 E0,0.449,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,18.857,0,1
14 B2 92 05 08 00 12 E0,0.426,0,1
14 B2 92 05 08 00 12 E0,0.421,0,1
14 B2 92 05 08 00 12 E0,826.603,0,1
14 B2 92 05 08 00 12 E0,0.426,0,1
14 B2 92 05 08 00 12 E0,0.925,0,1
14 B2 92 05 08 00 12 E0,1563.72,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.458,0,1
14 B2 92 05 08 00 12 E0,16.192,0,1
14 B2 92 05 08 00 12 E0,97.951,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,580.051,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,793.844,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,76270.3,0,1
14 B2 92 05 08 00 12 E0,0.482,0,1
14 B2 92 05 08 00 12 E0,8.538,0,1
14 B2 92 05 08 00 12 E0,0.426,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,77.117,0,1
14 B2 92 05 08 00 12 E0,2383.51,0,1
14 B2 92 05 08 00 12 E0,1837.06,0,1
14 B2 92 05 08 00 12 E0,0.871,0,1
14 B2 92 05 08 00 12 E0,463.741,0,1
14 B2 92 05 08 00 12 E0,1252.38,0,1
14 B2 92 05 08 00 12 E0,211.304,0,1
14 B2 92 05 08 00 12 E0,0.415,0,1
14 B2 92 05 08 00 12 E0,11.753,0,1
14 B2 92 05 08 00 12 E0,1327.38,0,1
14 B2 92 05 08 00 12 E0,0.452,0,1
14 B2 92 05 08 00 12 E0,0.421,0,1
14 B2 92 05 08 00 12 E0,15.333,0,1
14 B2 92 05 08 00 12 E0,15.768,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.425,0,1
14 B2 92 05 08 00 12 E0,0.434,0,1
14 B2 92 05 08 00 12 E0,1638.93,0,1
14 B2 92 05 08 00 12 E0,4.573,0,1
14 B2 92 05 08 00 12 E0,0.435,0,1
14 B2 92 05 08 00 12 E0,87663.2,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.433,0,1
14 B2 92 05 08 00 12 E0,0.446,0,1
14 B2 92 05 08 00 12 E0,58.406,0,1
14 B2 92 05 08 00 12 E0,0.489,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.442,0,1
14 B2 92 05 08 00 12 E0,22.546,0,1
14 B2 92 05 08 00 12 E0,86.834,0,1
14 B2 92 05 08 00 12 E0,0.415,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.441,0,1
14 B2 92 05 08 00 12 E0,1.342,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,0.438,0,1
14 B2 92 05 08 00 12 E0,81.156,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,0.445,0,1
14 B2 92 05 08 00 12 E0,0.431,0,1
14 B2 92 05 08 00 12 E0,167008,0,1
14 B2 92 05 08 00 12 E0,23.946,0,1
14 B2 92 05 08 00 12 E0,0,0,1
14 B2 92 05 08 00 12 E0,0.456,0,1
14 B2 92 05 08 00 12 E0,0.419,0,1
14 B2 92 05 08 00 12 E0,16.222,0,1
14 B2 92 05 08 00 12 E0,0.473,0,1
14 B2 92 05 08 00 12 E0,0.427,0,1
14 B2 92 05 08 00 12 E0,0.432,0,1
14 B2 92 05 08 00 12 E0,4.049,0,1
14 B2 92 05 08 00 12 E0,0.888,0,1
14 B2 92 05 08 00 12 E0,91138.4,0,0
14 B2 92 05 08 00 12 E0,225.566,0,0
14 B2 92 05 08 00 12 E0,0.431,0,0
4F B2 92 05 08 00 12 E0,0,0,1
4F B2 92 05 08 00 12 E0,11.222,0,1
4F B2 92 05 08 00 12 E0,0.426,0,1
EA B0 92 05 08 00 12 E0,0,0,1
EA B0 92 05 08 00 12 E0,0.455,0,1
6A B2 92 05 08 00 12 E0,0,1,1
6A B2 92 05 08 00 12 E0,3.582,1,1
6A B2 92 05 08 00 12 E0,0.42,1,1
6A B2 92 05 08 00 12 E0,0.439,1,1
48 B2 92 05 08 00 12 E0,0,1,1
48 B2 92 05 08 00 12 E0,0.42,1,1
48 B2 92 05 08 00 12 E0,3.55,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0.452,1,1
48 B2 92 05 08 00 12 E0,470.667,1,1
48 B2 92 05 08 00 12 E0,0.452,1,1
48 B2 92 05 08 00 12 E0,7.182,1,1
48 B2 92 05 08 00 12 E0,0,1,1
48 B2 92 05 08 00 12 E0,0.428,1,1
48 B2 92 05 08 00 12 E0,4.431,1,1
48 B2 92 05 08 00 12 E0,0.425,1,1
48 B2 92 05 08 00 12 E0,23.876,1,1
48 B2 92 05 08 00 12 E0,0.426,1,1
48 B2 92 05 08 00 12 E0,0.455,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,2983.39,1,1
48 B2 92 05 08 00 12 E0,3.97,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,341.986,1,1
48 B2 92 05 08 00 12 E0,0.429,1,1
48 B2 92 05 08 00 12 E0,12.699,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,79308.2,1,1
48 B2 92 05 08 00 12 E0,0.418,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0.419,1,1
48 B2 92 05 08 00 12 E0,0.434,1,1
48 B2 92 05 08 00 12 E0,18.584,1,1
48 B2 92 05 08 00 12 E0,1327.06,1,1
48 B2 92 05 08 00 12 E0,1889.22,1,1
48 B2 92 05 08 00 12 E0,10.291,1,1
48 B2 92 05 08 00 12 E0,0.442,1,1
48 B2 92 05 08 00 12 E0,735.301,1,1
48 B2 92 05 08 00 12 E0,14.025,1,1
48 B2 92 05 08 00 12 E0,0.423,1,1
48 B2 92 05 08 00 12 E0,0,1,1
48 B2 92 05 08 00 12 E0,81804.1,1,1
48 B2 92 05 08 00 12 E0,416.017,1,1
48 B2 92 05 08 00 12 E0,259.067,1,1
48 B2 92 05 08 00 12 E0,0.453,1,1
48 B2 92 05 08 00 12 E0,0.421,1,1
48 B2 92 05 08 00 12 E0,0.42,1,1
48 B2 92 05 08 00 12 E0,0.469,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,0.451,1,1
48 B2 92 05 08 00 12 E0,0.426,1,1
48 B2 92 05 08 00 12 E0,34.946,1,1
48 B2 92 05 08 00 12 E0,2.623,1,1
48 B2 92 05 08 00 12 E0,585.739,1,1
48 B2 92 05 08 00 12 E0,0.422,1,1
48 B2 92 05 08 00 12 E0,6.37,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.457,1,1
48 B2 92 05 08 00 12 E0,0.434,1,1
48 B2 92 05 08 00 12 E0,0.425,1,1
48 B2 92 05 08 00 12 E0,0.898,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0.449,1,1
48 B2 92 05 08 00 12 E0,1008.21,1,1
48 B2 92 05 08 00 12 E0,0.405,1,1
48 B2 92 05 08 00 12 E0,1.321,1,1
48 B2 92 05 08 00 12 E0,0.45,1,1
48 B2 92 05 08 00 12 E0,383.601,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,5.797,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,776.411,1,1
48 B2 92 05 08 00 12 E0,0.428,1,1
48 B2 92 05 08 00 12 E0,21.791,1,1
48 B2 92 05 08 00 12 E0,81554.7,1,1
48 B2 92 05 08 00 12 E0,6.542,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,1570.54,1,1
48 B2 92 05 08 00 12 E0,9.972,1,1
48 B2 92 05 08 00 12 E0,0.435,1,1
48 B2 92 05 08 00 12 E0,0.426,1,1
48 B2 92 05 08 00 12 E0,1296.23,1,1
48 B2 92 05 08 00 12 E0,0.442,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,0.408,1,1
48 B2 92 05 08 00 12 E0,0.411,1,1
48 B2 92 05 08 00 12 E0,0.429,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0.402,1,1
48 B2 92 05 08 00 12 E0,0.428,1,1
48 B2 92 05 08 00 12 E0,2.249,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,0.419,1,1
48 B2 92 05 08 00 12 E0,7.116,1,1
48 B2 92 05 08 00 12 E0,0.414,1,1
48 B2 92 05 08 00 12 E0,258862,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.482,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,9.07,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,0.477,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,0.456,1,1
48 B2 92 05 08 00 12 E0,1.285,1,1
48 B2 92 05 08 00 12 E0,0,1,1
48 B2 92 05 08 00 12 E0,0.434,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,5.823,1,1
48 B2 92 05 08 00 12 E0,0.432,1,1
48 B2 92 05 08 00 12 E0,1710.79,1,1
48 B2 92 05 08 00 12 E0,0.434,1,1
48 B2 92 05 08 00 12 E0,19.415,1,1
48 B2 92 05 08 00 12 E0,69.656,1,1
48 B2 92 05 08 00 12 E0,11.375,1,1
48 B2 92 05 08 00 12 E0,0.423,1,1
48 B2 92 05 08 00 12 E0,1779.44,1,1
48 B2 92 05 08 00 12 E0,0.481,1,1
48 B2 92 05 08 00 12 E0,0.431,1,1
48 B2 92 05 08 00 12 E0,0.426,1,1
48 B2 92 05 08 00 12 E0,0.433,1,1
48 B2 92 05 08 00 12 E0,33.737,1,1
48 B2 92 05 08 00 12 E0,0.446,1,1
C5 B5 92 05 08 00 12 E0,0,0,1
C5 B5 92 05 08 00 12 E0,0,0,1
C5 B5 92 05 08 00 12 E0,2.191,0,1
C5 B5 92 05 08 00 12 E0,0.427,0,1
C5 B5 92 05 08 00 12 E0,13099.2,0,1
C5 B5 92 05 08 00 12 E0,0.434,0,1
C5 B5 92 05 08 00 12 E0,0.431,0,1
C5 B5 92 05 08 00 12 E0,5.992,0,1
C5 B5 92 05 08 00 12 E0,0.435,0,1
C5 B5 92 05 08 00 12 E0,11.325,0,1
C5 B5 92 05 08 00 12 E0,0.432,0,1
C5 B5 92 05 08 00 12 E0,0.483,0,1
C5 B5 92 05 08 00 12 E0,0.433,0,1
C5 B5 92 05 08 00 12 E0,45.789,0,1
C5 B5 92 05 08 00 12 E0,0.432,0,1
1F B2 92 05 08 00 12 E0,0,0,1
1F B2 92 05 08 00 12 E0,0.434,0,1
1F B2 92 05 08 00 12 E0,0.425,0,1
1F B2 92 05 08 00 12 E0,0.435,0,1
1F B2 92 05 08 00 12 E0,0.433,0,1
1F B2 92 05 08 00 12 E0,0.455,0,1
1F B2 92 05 08 00 12 E0,0.425,0,1
1F B2 92 05 08 00 12 E0,0.427,0,1
1F B2 92 05 08 00 12 E0,0.444,0,1
1F B2 92 05 08 00 12 E0,0.426,0,1
1F B2 92 05 08 00 12 E0,0.434,0,1
1F B2 92 05 08 00 12 E0,5.316,0,1
1F B2 92 05 08 00 12 E0,0.426,0,1
1F B2 92 05 08 00 12 E0,125.548,0,1
1F B2 92 05 08 00 12 E0,0.42,0,1
1F B2 92 05 08 00 12 E0,5.003,0,1
1F B2 92 05 08 00 12 E0,0.431,0,1
1F B2 92 05 08 00 12 E0,0.426,0,1
1F B2 92 05 08 00 12 E0,0.419,0,1
1F B2 92 05 08 00 12 E0,0,0,1
1F B2 92 05 08 00 12 E0,0.432,0,1
1F B2 92 05 08 00 12 E0,7.583,0,1
1F B2 92 05 08 00 12 E0,0.432,0,1
1F B2 92 05 08 00 12 E0,0.438,0,1
1F B2 92 05 08 00 12 E0,0.433,0,1
1F B2 92 05 08 00 12 E0,7.606,0,1
1F B2 92 05 08 00 12 E0,0.435,0,1
40 B2 92 05 08 00 12 E0,0,1,1
40 B2 92 05 08 00 12 E0,13.877,1,1
D7 B5 92 05 08 00 12 E0,0,0,1
D7 B5 92 05 08 00 12 E0,0,0,1
D7 B5 92 05 08 00 12 E0,8.521,0,1
D7 B5 92 05 08 00 12 E0,153.829,0,1
D7 B5 92 05 08 00 12 E0,0.443,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,5.925,0,1
D7 B5 92 05 08 00 12 E0,0.434,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,3011.69,0,1
D7 B5 92 05 08 00 12 E0,0.455,0,1
D7 B5 92 05 08 00 12 E0,3.513,0,1
D7 B5 92 05 08 00 12 E0,183.425,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,8.185,0,1
D7 B5 92 05 08 00 12 E0,0.426,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.873,0,1
D7 B5 92 05 08 00 12 E0,17.983,0,1
D7 B5 92 05 08 00 12 E0,0.426,0,1
D7 B5 92 05 08 00 12 E0,0.426,0,1
D7 B5 92 05 08 00 12 E0,8.084,0,1
D7 B5 92 05 08 00 12 E0,134.36,0,1
D7 B5 92 05 08 00 12 E0,0.428,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.425,0,1
D7 B5 92 05 08 00 12 E0,51.17,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.427,0,1
D7 B5 92 05 08 00 12 E0,11.301,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.434,0,1
D7 B5 92 05 08 00 12 E0,0,0,1
D7 B5 92 05 08 00 12 E0,0.436,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,5.315,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.478,0,1
D7 B5 92 05 08 00 12 E0,0.427,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.83,0,1
D7 B5 92 05 08 00 12 E0,0.893,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.465,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,5082.82,0,1
D7 B5 92 05 08 00 12 E0,0.455,0,1
D7 B5 92 05 08 00 12 E0,6.831,0,1
D7 B5 92 05 08 00 12 E0,1.354,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.45,0,1
D7 B5 92 05 08 00 12 E0,0.421,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,2.209,0,1
D7 B5 92 05 08 00 12 E0,0.425,0,1
D7 B5 92 05 08 00 12 E0,269.563,0,1
D7 B5 92 05 08 00 12 E0,5.381,0,1
D7 B5 92 05 08 00 12 E0,844.504,0,1
D7 B5 92 05 08 00 12 E0,0.423,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,18.21,0,1
D7 B5 92 05 08 00 12 E0,0.422,0,1
D7 B5 92 05 08 00 12 E0,0.861,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.425,0,1
D7 B5 92 05 08 00 12 E0,79917.5,0,1
D7 B5 92 05 08 00 12 E0,15.712,0,1
D7 B5 92 05 08 00 12 E0,0.441,0,1
D7 B5 92 05 08 00 12 E0,111.631,0,1
D7 B5 92 05 08 00 12 E0,6.411,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,2056.79,0,1
D7 B5 92 05 08 00 12 E0,0.465,0,1
D7 B5 92 05 08 00 12 E0,8.043,0,1
D7 B5 92 05 08 00 12 E0,0.422,0,1
D7 B5 92 05 08 00 12 E0,860.279,0,1
D7 B5 92 05 08 00 12 E0,0.42,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,9.123,0,1
D7 B5 92 05 08 00 12 E0,381.437,0,1
D7 B5 92 05 08 00 12 E0,0.469,0,1
D7 B5 92 05 08 00 12 E0,0.426,0,1
D7 B5 92 05 08 00 12 E0,0.443,0,1
D7 B5 92 05 08 00 12 E0,9.834,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,1862.68,0,1
D7 B5 92 05 08 00 12 E0,35.103,0,1
D7 B5 92 05 08 00 12 E0,0.415,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,6.685,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,272.9,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,3.497,0,1
D7 B5 92 05 08 00 12 E0,1764.72,0,1
D7 B5 92 05 08 00 12 E0,0.392,0,1
D7 B5 92 05 08 00 12 E0,0.402,0,1
D7 B5 92 05 08 00 12 E0,4.108,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,1051.12,0,1
D7 B5 92 05 08 00 12 E0,0.426,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,0.432,0,1
D7 B5 92 05 08 00 12 E0,5.296,0,1
D7 B5 92 05 08 00 12 E0,588.888,0,1
D7 B5 92 05 08 00 12 E0,0.438,0,1
D7 B5 92 05 08 00 12 E0,0.421,0,1
D7 B5 92 05 08 00 12 E0,20.327,0,1
D7 B5 92 05 08 00 12 E0,0.416,0,1
D7 B5 92 05 08 00 12 E0,20.315,0,1
D7 B5 92 05 08 00 12 E0,8.165,0,1
D7 B5 92 05 08 00 12 E0,0.422,0,1
D7 B5 92 05 08 00 12 E0,0,0,1
D7 B5 92 05 08 00 12 E0,0.42,0,1
D7 B5 92 05 08 00 12 E0,9.7,0,1
D7 B5 92 05 08 00 12 E0,0.467,0,1
D7 B5 92 05 08 00 12 E0,0.425,0,1
D7 B5 92 05 08 00 12 E0,60.799,0,1
D7 B5 92 05 08 00 12 E0,0.451,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,4.595,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,0.445,0,1
D7 B5 92 05 08 00 12 E0,83880.7,0,1
D7 B5 92 05 08 00 12 E0,4.431,0,1
D7 B5 92 05 08 00 12 E0,774.222,0,1
D7 B5 92 05 08 00 12 E0,0.431,0,1
D7 B5 92 05 08 00 12 E0,4.504,0,1
D7 B5 92 05 08 00 12 E0,0.433,0,1
D7 B5 92 05 08 00 12 E0,0.457,0,1
D7 B5 92 05 08 00 12 E0,0.413,0,1
D7 B5 92 05 08 00 12 E0,9.885,0,1
D7 B5 92 05 08 00 12 E0,18.747,0,1
D7 B5 92 05 08 00 12 E0,0.434,0,1
D7 B5 92 05 08 00 12 E0,23.826,0,1
D7 B5 92 05 08 00 12 E0,5.476,0,1
D7 B5 92 05 08 00 12 E0,0.42,0,1
D7 B5 92 05 08 00 12 E0,0.427,0,1
D7 B5 92 05 08 00 12 E0,1330.85,0,1
D7 B5 92 05 08 00 12 E0,3.558,0,1
D7 B5 92 05 08 00 12 E0,0.419,0,1
D7 B5 92 05 08 00 12 E0,0,0,1
