rfid,flight_duration,nosema,gbd
F6 A7 92 05 08 00 12 E0,8.799,0,1
F6 A7 92 05 08 00 12 E0,0.431,0,1
F6 A7 92 05 08 00 12 E0,137.127,0,1
F6 A7 92 05 08 00 12 E0,28.546,0,1
F6 A7 92 05 08 00 12 E0,0.404,0,1
F6 A7 92 05 08 00 12 E0,1647.01,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.419,0,1
F6 A7 92 05 08 00 12 E0,0.448,0,1
F6 A7 92 05 08 00 12 E0,9.306,0,1
F6 A7 92 05 08 00 12 E0,0.421,0,1
F6 A7 92 05 08 00 12 E0,141.042,0,1
F6 A7 92 05 08 00 12 E0,6.316,0,1
F6 A7 92 05 08 00 12 E0,0.455,0,1
F6 A7 92 05 08 00 12 E0,0.425,0,1
F6 A7 92 05 08 00 12 E0,1448.18,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.465,0,1
F6 A7 92 05 08 00 12 E0,0.427,0,1
F6 A7 92 05 08 00 12 E0,0.42,0,1
F6 A7 92 05 08 00 12 E0,0.427,0,1
F6 A7 92 05 08 00 12 E0,2.153,0,1
F6 A7 92 05 08 00 12 E0,0.427,0,1
F6 A7 92 05 08 00 12 E0,0.425,0,1
F6 A7 92 05 08 00 12 E0,0.466,0,1
F6 A7 92 05 08 00 12 E0,8.865,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.44,0,1
F6 A7 92 05 08 00 12 E0,0.41,0,1
F6 A7 92 05 08 00 12 E0,0.443,0,1
F6 A7 92 05 08 00 12 E0,1.323,0,1
F6 A7 92 05 08 00 12 E0,0.432,0,1
F6 A7 92 05 08 00 12 E0,0.461,0,1
F6 A7 92 05 08 00 12 E0,0.419,0,1
F6 A7 92 05 08 00 12 E0,79920.8,0,1
F6 A7 92 05 08 00 12 E0,20.214,0,1
F6 A7 92 05 08 00 12 E0,0.431,0,1
F6 A7 92 05 08 00 12 E0,0.433,0,1
F6 A7 92 05 08 00 12 E0,854.994,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.422,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,0.427,0,1
F6 A7 92 05 08 00 12 E0,0.861,0,1
F6 A7 92 05 08 00 12 E0,1.329,0,1
F6 A7 92 05 08 00 12 E0,0.452,0,1
F6 A7 92 05 08 00 12 E0,0.432,0,1
F6 A7 92 05 08 00 12 E0,0.449,0,1
F6 A7 92 05 08 00 12 E0,0.422,0,1
F6 A7 92 05 08 00 12 E0,0.431,0,1
F6 A7 92 05 08 00 12 E0,112.465,0,1
F6 A7 92 05 08 00 12 E0,5.466,0,1
F6 A7 92 05 08 00 12 E0,0.428,0,1
F6 A7 92 05 08 00 12 E0,1416.25,0,1
F6 A7 92 05 08 00 12 E0,0.426,0,1
F6 A7 92 05 08 00 12 E0,25.571,0,1
F6 A7 92 05 08 00 12 E0,0.432,0,1
F6 A7 92 05 08 00 12 E0,0.433,0,1
F6 A7 92 05 08 00 12 E0,0.425,0,1
F6 A7 92 05 08 00 12 E0,0.425,0,1
F6 A7 92 05 08 00 12 E0,0.433,0,1
F6 A7 92 05 08 00 12 E0,1.3,0,1
F6 A7 92 05 08 00 12 E0,4.041,0,1
F6 A7 92 05 08 00 12 E0,0.437,0,1
F6 A7 92 05 08 00 12 E0,189.226,0,1
F6 A7 92 05 08 00 12 E0,0.42,0,1
F6 A7 92 05 08 00 12 E0,0.431,0,1
F6 A7 92 05 08 00 12 E0,0.421,0,1
59 AA 92 05 08 00 12 E0,0,0,1
59 AA 92 05 08 00 12 E0,0.422,0,1
59 AA 92 05 08 00 12 E0,0,0,1
59 AA 92 05 08 00 12 E0,0.432,0,1
48 A8 92 05 08 00 12 E0,0,1,1
48 A8 92 05 08 00 12 E0,0.419,1,1
48 A8 92 05 08 00 12 E0,10.439,1,1
48 A8 92 05 08 00 12 E0,0.426,1,1
48 A8 92 05 08 00 12 E0,0.453,1,1
48 A8 92 05 08 00 12 E0,0.427,1,1
C3 A8 92 05 08 00 12 E0,0,0,1
C3 A8 92 05 08 00 12 E0,4.145,0,1
C3 A8 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0,0,1
58 AA 92 05 08 00 12 E0,0.466,0,1
58 AA 92 05 08 00 12 E0,87018.3,0,1
58 AA 92 05 08 00 12 E0,669.767,0,1
58 AA 92 05 08 00 12 E0,0.415,0,1
58 AA 92 05 08 00 12 E0,0.883,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.45,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,18.255,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,428.18,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.421,0,1
58 AA 92 05 08 00 12 E0,18.588,0,1
58 AA 92 05 08 00 12 E0,0.457,0,1
58 AA 92 05 08 00 12 E0,0.415,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.45,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.415,0,1
58 AA 92 05 08 00 12 E0,0,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.441,0,1
58 AA 92 05 08 00 12 E0,0.427,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,636.911,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.404,0,1
58 AA 92 05 08 00 12 E0,1577.27,0,1
58 AA 92 05 08 00 12 E0,0.41,0,1
58 AA 92 05 08 00 12 E0,0.411,0,1
58 AA 92 05 08 00 12 E0,1386.79,0,1
58 AA 92 05 08 00 12 E0,0.45,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,8627.69,0,1
58 AA 92 05 08 00 12 E0,67572.9,0,1
58 AA 92 05 08 00 12 E0,2289.45,0,1
58 AA 92 05 08 00 12 E0,0.467,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,3598.21,0,1
58 AA 92 05 08 00 12 E0,0.479,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,930.405,0,1
58 AA 92 05 08 00 12 E0,1884.65,0,1
58 AA 92 05 08 00 12 E0,0.46,0,1
58 AA 92 05 08 00 12 E0,3069.46,0,1
58 AA 92 05 08 00 12 E0,0.421,0,1
58 AA 92 05 08 00 12 E0,0.456,0,1
58 AA 92 05 08 00 12 E0,0.415,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,1048.68,0,1
58 AA 92 05 08 00 12 E0,163359,0,1
58 AA 92 05 08 00 12 E0,114.37,0,1
58 AA 92 05 08 00 12 E0,87.094,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0.444,0,1
58 AA 92 05 08 00 12 E0,37.639,0,1
58 AA 92 05 08 00 12 E0,76.067,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,3636.17,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,112.462,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.476,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.454,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.442,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.446,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,24.834,0,1
58 AA 92 05 08 00 12 E0,82360.8,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,1520.64,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,30.731,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.445,0,1
58 AA 92 05 08 00 12 E0,0.403,0,1
58 AA 92 05 08 00 12 E0,0.404,0,1
58 AA 92 05 08 00 12 E0,1.772,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,413.002,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,2084.4,0,1
58 AA 92 05 08 00 12 E0,0.455,0,1
58 AA 92 05 08 00 12 E0,0,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,1245.91,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,458.309,0,1
58 AA 92 05 08 00 12 E0,0.42,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.421,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.461,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.427,0,1
58 AA 92 05 08 00 12 E0,2222.37,0,1
58 AA 92 05 08 00 12 E0,11.306,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,2.238,0,1
58 AA 92 05 08 00 12 E0,0.442,0,1
58 AA 92 05 08 00 12 E0,16.667,0,1
58 AA 92 05 08 00 12 E0,0.479,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,411.587,0,1
58 AA 92 05 08 00 12 E0,0.484,0,1
58 AA 92 05 08 00 12 E0,76.292,0,1
58 AA 92 05 08 00 12 E0,927.75,0,1
58 AA 92 05 08 00 12 E0,0.427,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,641.531,0,1
58 AA 92 05 08 00 12 E0,77772.6,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,1203.75,0,0
58 AA 92 05 08 00 12 E0,0.883,0,0
58 AA 92 05 08 00 12 E0,554.04,0,0
58 AA 92 05 08 00 12 E0,0.42,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,0.434,0,0
58 AA 92 05 08 00 12 E0,1886.13,0,0
58 AA 92 05 08 00 12 E0,0.428,0,0
58 AA 92 05 08 00 12 E0,229.845,0,0
58 AA 92 05 08 00 12 E0,1914.86,0,0
58 AA 92 05 08 00 12 E0,0.433,0,0
58 AA 92 05 08 00 12 E0,833.181,0,0
58 AA 92 05 08 00 12 E0,0.45,0,0
58 AA 92 05 08 00 12 E0,1540.32,0,0
58 AA 92 05 08 00 12 E0,0.473,0,0
58 AA 92 05 08 00 12 E0,0.432,0,0
58 AA 92 05 08 00 12 E0,0.427,0,0
58 AA 92 05 08 00 12 E0,0.425,0,0
58 AA 92 05 08 00 12 E0,0.444,0,0
58 AA 92 05 08 00 12 E0,0.421,0,0
58 AA 92 05 08 00 12 E0,57.829,0,0
58 AA 92 05 08 00 12 E0,0.433,0,0
58 AA 92 05 08 00 12 E0,85.857,0,0
58 AA 92 05 08 00 12 E0,82.244,0,0
58 AA 92 05 08 00 12 E0,53.295,0,0
58 AA 92 05 08 00 12 E0,0.42,0,0
58 AA 92 05 08 00 12 E0,0.433,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,463.887,0,0
58 AA 92 05 08 00 12 E0,0.416,0,0
58 AA 92 05 08 00 12 E0,0.444,0,0
58 AA 92 05 08 00 12 E0,11.725,0,0
58 AA 92 05 08 00 12 E0,0.429,0,0
58 AA 92 05 08 00 12 E0,17.105,0,0
58 AA 92 05 08 00 12 E0,129.95,0,0
58 AA 92 05 08 00 12 E0,0.882,0,0
58 AA 92 05 08 00 12 E0,0.47,0,0
58 AA 92 05 08 00 12 E0,0,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.436,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.452,0,1
58 AA 92 05 08 00 12 E0,1.771,0,1
58 AA 92 05 08 00 12 E0,0.888,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,808.699,0,1
58 AA 92 05 08 00 12 E0,2571.8,0,1
58 AA 92 05 08 00 12 E0,1209.5,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.471,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,34.836,0,1
58 AA 92 05 08 00 12 E0,0.47,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.452,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.437,0,1
58 AA 92 05 08 00 12 E0,0.473,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.455,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,10.818,0,1
58 AA 92 05 08 00 12 E0,0.451,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,67.437,0,1
58 AA 92 05 08 00 12 E0,68.36,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,60.114,0,1
58 AA 92 05 08 00 12 E0,0.436,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,48.921,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.427,0,1
58 AA 92 05 08 00 12 E0,2219.11,0,1
58 AA 92 05 08 00 12 E0,17.559,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.457,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.444,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.415,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.441,0,1
58 AA 92 05 08 00 12 E0,177.952,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.435,0,1
58 AA 92 05 08 00 12 E0,0.421,0,1
58 AA 92 05 08 00 12 E0,88.557,0,1
58 AA 92 05 08 00 12 E0,0.469,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.439,0,1
58 AA 92 05 08 00 12 E0,0.427,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.465,0,1
58 AA 92 05 08 00 12 E0,81558.3,0,1
58 AA 92 05 08 00 12 E0,1673.34,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,10.853,0,1
58 AA 92 05 08 00 12 E0,211.938,0,1
58 AA 92 05 08 00 12 E0,1882.72,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.446,0,1
58 AA 92 05 08 00 12 E0,268.663,0,1
58 AA 92 05 08 00 12 E0,1818.48,0,1
58 AA 92 05 08 00 12 E0,0.429,0,1
58 AA 92 05 08 00 12 E0,77738.2,0,1
58 AA 92 05 08 00 12 E0,104.161,0,1
58 AA 92 05 08 00 12 E0,0.429,0,1
58 AA 92 05 08 00 12 E0,26.586,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,16.252,0,1
58 AA 92 05 08 00 12 E0,1048.99,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.437,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,1227.32,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,1589.19,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,1646.64,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,87275.5,0,1
58 AA 92 05 08 00 12 E0,77.514,0,1
58 AA 92 05 08 00 12 E0,0.46,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0,0,0
58 AA 92 05 08 00 12 E0,0.433,0,0
58 AA 92 05 08 00 12 E0,16.401,0,0
58 AA 92 05 08 00 12 E0,0.433,0,0
58 AA 92 05 08 00 12 E0,0.419,0,0
58 AA 92 05 08 00 12 E0,0.929,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,83638.6,0,1
58 AA 92 05 08 00 12 E0,0.42,0,1
58 AA 92 05 08 00 12 E0,75.896,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.422,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.448,0,1
58 AA 92 05 08 00 12 E0,0.426,0,1
58 AA 92 05 08 00 12 E0,0.437,0,1
58 AA 92 05 08 00 12 E0,0.421,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.435,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.429,0,1
58 AA 92 05 08 00 12 E0,0.419,0,1
58 AA 92 05 08 00 12 E0,0.425,0,1
58 AA 92 05 08 00 12 E0,142.321,0,0
58 AA 92 05 08 00 12 E0,0.484,0,0
58 AA 92 05 08 00 12 E0,14.07,0,0
58 AA 92 05 08 00 12 E0,0.432,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,0.434,0,0
58 AA 92 05 08 00 12 E0,0,0,1
58 AA 92 05 08 00 12 E0,55.488,0,1
58 AA 92 05 08 00 12 E0,0.428,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,982.205,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.437,0,1
58 AA 92 05 08 00 12 E0,0.432,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,30.01,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,51.838,0,1
58 AA 92 05 08 00 12 E0,1.342,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,1257.63,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,86.678,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,14897.6,0,1
58 AA 92 05 08 00 12 E0,0.48,0,1
58 AA 92 05 08 00 12 E0,0.431,0,1
58 AA 92 05 08 00 12 E0,62.642,0,1
58 AA 92 05 08 00 12 E0,0.433,0,1
58 AA 92 05 08 00 12 E0,0.461,0,1
58 AA 92 05 08 00 12 E0,0.434,0,1
58 AA 92 05 08 00 12 E0,0.466,0,1
58 AA 92 05 08 00 12 E0,72136.6,0,0
58 AA 92 05 08 00 12 E0,5961.48,0,0
58 AA 92 05 08 00 12 E0,0.888,0,0
58 AA 92 05 08 00 12 E0,0.462,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,0.486,0,0
58 AA 92 05 08 00 12 E0,568.568,0,0
58 AA 92 05 08 00 12 E0,21.389,0,0
58 AA 92 05 08 00 12 E0,20.793,0,0
58 AA 92 05 08 00 12 E0,0.426,0,0
58 AA 92 05 08 00 12 E0,168.056,0,0
58 AA 92 05 08 00 12 E0,0.435,0,0
58 AA 92 05 08 00 12 E0,19.922,0,0
58 AA 92 05 08 00 12 E0,0.434,0,0
58 AA 92 05 08 00 12 E0,30.434,0,0
58 AA 92 05 08 00 12 E0,66.746,0,0
58 AA 92 05 08 00 12 E0,299.06,0,0
58 AA 92 05 08 00 12 E0,0.434,0,0
58 AA 92 05 08 00 12 E0,0.431,0,0
58 AA 92 05 08 00 12 E0,0.425,0,0
58 AA 92 05 08 00 12 E0,131.734,0,0
58 AA 92 05 08 00 12 E0,0.432,0,0
32 A6 92 05 08 00 12 E0,0,0,1
32 A6 92 05 08 00 12 E0,0.419,0,1
32 A6 92 05 08 00 12 E0,0.447,0,1
32 A6 92 05 08 00 12 E0,6.828,0,1
32 A6 92 05 08 00 12 E0,0.428,0,1
32 A6 92 05 08 00 12 E0,0.425,0,1
32 A6 92 05 08 00 12 E0,0.442,0,1
32 A6 92 05 08 00 12 E0,18.835,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,82442.2,0,1
32 A6 92 05 08 00 12 E0,0.423,0,1
32 A6 92 05 08 00 12 E0,0.426,0,1
32 A6 92 05 08 00 12 E0,0.454,0,1
32 A6 92 05 08 00 12 E0,0.471,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,1.823,0,1
32 A6 92 05 08 00 12 E0,0.428,0,1
32 A6 92 05 08 00 12 E0,0.443,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.425,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.425,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0,0,1
32 A6 92 05 08 00 12 E0,0.459,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.452,0,1
32 A6 92 05 08 00 12 E0,0.428,0,1
32 A6 92 05 08 00 12 E0,0.42,0,1
32 A6 92 05 08 00 12 E0,267271,0,1
32 A6 92 05 08 00 12 E0,0.434,0,1
32 A6 92 05 08 00 12 E0,0.495,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.427,0,1
32 A6 92 05 08 00 12 E0,0.419,0,1
32 A6 92 05 08 00 12 E0,2.24,0,1
32 A6 92 05 08 00 12 E0,0.446,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.449,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.428,0,1
32 A6 92 05 08 00 12 E0,0.438,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.427,0,1
32 A6 92 05 08 00 12 E0,0.426,0,1
32 A6 92 05 08 00 12 E0,0.473,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.437,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.456,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.467,0,1
32 A6 92 05 08 00 12 E0,4.051,0,1
32 A6 92 05 08 00 12 E0,0.448,0,1
32 A6 92 05 08 00 12 E0,0.433,0,1
32 A6 92 05 08 00 12 E0,0.425,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.471,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.425,0,1
32 A6 92 05 08 00 12 E0,0.447,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,0.435,0,1
32 A6 92 05 08 00 12 E0,0.432,0,1
32 A6 92 05 08 00 12 E0,0.431,0,1
32 A6 92 05 08 00 12 E0,17.325,0,1
32 A6 92 05 08 00 12 E0,0.427,0,1
